price(1000$),bedrooms,bathrooms,sqm_living,sqm_lot,floors,waterfront,view,condition,sqm_above,sqm_basement,yr_built,yr_renovated,Address,Latitude,Longitude,Month,living_ratio
705.38,3.0,2.5,231.57,403.899,2.0,0,0,3,231.57,0.0,11,11,3187 NE Larkspur Ln Issaquah WA 98029 USA,47.5493365,-121.9929221,5,0.5733364034077826
627.0,4.0,2.25,185.07,717.216,1.0,0,0,3,112.53,72.54,41,1,18915 SE 42nd Pl Issaquah WA 98027 USA,47.56873090000001,-122.0871409,5,0.2580394190871369
865.0,4.0,3.0,343.17,919.956,2.0,0,0,3,343.17,0.0,16,8,1765 267th Ct SE Sammamish WA 98075 USA,47.5935706,-121.9822084,5,0.37302871006874244
580.0,2.0,1.0,236.22,651.0,1.0,0,0,5,122.76,113.46,72,72,8624 Island Dr S Seattle WA 98118 USA,47.5260781,-122.260698,5,0.3628571428571429
410.0,3.0,2.25,167.4,3413.4719999999998,1.0,0,0,4,126.48,40.92,36,14,24502 SE Mirrormont Dr Issaquah WA 98027 USA,47.4687622,-122.0130935,5,0.0490409764603313
485.0,4.0,3.0,217.62,655.4639999999999,1.0,0,0,4,124.62,93.0,35,35,14319 85th Pl NE Kirkland WA 98034 USA,47.7307544,-122.2271211,5,0.3320090805902384
400.0,2.0,1.75,196.23,885.2669999999999,1.0,0,0,2,196.23,0.0,66,66,2120 NE 168th St Shoreline WA 98155 USA,47.7504786,-122.3059352,5,0.22166193927933606
549.0,2.0,1.0,106.02,502.2,1.0,0,0,5,106.02,0.0,106,106,209 30th Ave E Seattle WA 98112 USA,47.6205338,-122.2937905,5,0.2111111111111111
620.0,3.0,1.75,137.64,203.205,2.5,0,0,3,137.64,0.0,9,9,10512 128th Ave NE Kirkland WA 98033 USA,47.6945527,-122.1699573,5,0.677345537757437
232.0,2.0,1.0,111.6,749.859,1.0,0,0,4,111.6,0.0,56,42,20220 8th Ave S Des Moines WA 98198 USA,47.4204027,-122.3238547,5,0.1488279796601761
800.866,5.0,2.5,295.74,1283.958,2.0,0,0,4,295.74,0.0,24,24,11821 NE 48th Pl Kirkland WA 98033 USA,47.65193379999999,-122.1821678,5,0.23033463711429814
650.0,3.0,1.5,200.88,837.0,1.0,0,2,4,130.2,70.67999999999999,65,29,13026 10th Ave NW Seattle WA 98177 USA,47.7241317,-122.3688303,5,0.24
823.0,6.0,1.75,271.56,465.0,2.5,0,0,4,258.54,13.02,106,106,125 29th Ave Seattle WA 98122 USA,47.6024775,-122.295228,5,0.584
770.0,3.0,2.0,218.55,530.1,1.5,0,0,4,168.33,50.22,75,25,2171 Boyer Ave E Seattle WA 98112 USA,47.6389557,-122.3100465,5,0.41228070175438597
524.0,3.0,1.75,145.08,513.36,1.0,0,0,4,72.54,72.54,70,70,3434 33rd Ave W Seattle WA 98199 USA,47.6515299,-122.3992681,5,0.28260869565217395
541.125,5.0,2.75,254.82,783.6179999999999,1.0,0,0,4,127.41,127.41,54,13,5211 116th Pl SE Bellevue WA 98006 USA,47.5562423,-122.1837915,5,0.3251839544267743
670.0,3.0,2.5,156.24,186.0,3.0,0,0,3,156.24,0.0,105,16,3503 NE 44th St Seattle WA 98105 USA,47.6603665,-122.2900597,5,0.8400000000000001
384.9,5.0,2.5,287.37,1185.75,1.0,0,0,3,162.75,124.62,46,17,114 SW 292nd St Federal Way WA 98023 USA,47.3407902,-122.3350896,5,0.2423529411764706
1395.0,5.0,3.5,372.93,791.43,2.0,0,1,5,265.05,107.88,43,43,3930 NE Belvoir Pl Seattle WA 98105 USA,47.6577362,-122.285757,5,0.4712103407755582
736.5,4.0,2.5,295.74,2037.072,2.0,0,3,3,295.74,0.0,14,14,17132 SE 100th St Renton WA 98059 USA,47.5149566,-122.1173811,5,0.14517896274653033
570.0,3.0,2.25,186.93,558.0,1.0,0,0,3,123.69,63.24,39,39,10204 168th Pl NE Redmond WA 98052 USA,47.69131780000001,-122.1151204,5,0.335
787.0,3.0,1.75,123.69,697.5,1.0,0,0,3,123.69,0.0,53,10,218 109th Ave SE Bellevue WA 98004 USA,47.60745619999999,-122.1948109,5,0.17733333333333334
328.0,4.0,2.5,220.41,604.5,2.0,0,0,3,220.41,0.0,16,8,12621 SE 300th Way Auburn WA 98092 USA,47.3327726,-122.1731514,5,0.3646153846153846
435.0,5.0,2.0,171.12,859.32,1.0,0,0,4,143.22,27.9,72,56,14013 Ashworth Ave N Seattle WA 98133 USA,47.7307859,-122.3399587,5,0.19913419913419914
499.0,4.0,2.5,270.63,602.547,2.0,0,0,3,270.63,0.0,8,8,34010 SE Sorenson St Snoqualmie WA 98065 USA,47.5402097,-121.8869324,5,0.44914338632505013
501.0,4.0,1.0,192.51,699.2669999999999,1.0,0,0,3,107.88,84.63,51,6,2506 166th Ave NE Bellevue WA 98008 USA,47.632001,-122.1189959,5,0.2753025668306956
1090.0,4.0,2.5,403.62,13166.01,2.5,0,0,3,403.62,0.0,22,22,8814 218th Ave NE Redmond WA 98053 USA,47.6805577,-122.0475916,5,0.030656212474394293
400.0,2.0,1.0,78.12,512.43,1.0,0,0,3,78.12,0.0,59,9,4515 SW Trenton St Seattle WA 98136 USA,47.52464699999999,-122.3909385,5,0.15245009074410165
220.0,4.0,1.5,115.32,892.8,1.0,0,0,3,115.32,0.0,43,43,4924 SW 314th Pl Federal Way WA 98023 USA,47.3205621,-122.3969767,5,0.12916666666666665
657.1,4.0,1.0,129.27,394.32,1.0,0,0,3,97.65,31.62,90,3,4312 Woodlawn Ave N Seattle WA 98103 USA,47.6596301,-122.3382523,5,0.3278301886792453
309.95,4.0,2.75,214.83,465.0,2.0,0,0,3,214.83,0.0,8,8,22912 SE 268th Pl Maple Valley WA 98038 USA,47.3614417,-122.0349501,5,0.462
300.0,3.0,2.0,97.65,936.696,1.0,0,0,3,97.65,0.0,28,28,27106 NE Miller St Duvall WA 98019 USA,47.734079,-121.9760972,5,0.10424940428911834
525.888,5.0,1.75,237.15,6684.282,1.0,0,0,5,168.33,68.82,54,54,13129 195th Pl SE Issaquah WA 98027 USA,47.4845589,-122.0799649,5,0.03547875448701895
740.0,4.0,1.75,186.93,334.8,1.5,0,0,3,186.93,0.0,112,112,1014 W Garfield St Seattle WA 98119 USA,47.6336918,-122.3711768,5,0.5583333333333333
340.0,5.0,1.0,104.16,839.046,1.5,0,0,4,104.16,0.0,52,52,14150 75th Ave NE Kirkland WA 98034 USA,47.7296221,-122.2401674,5,0.1241409886943028
398.75,3.0,2.5,207.39,372.0,2.0,0,0,3,207.39,0.0,60,9,2601 21st Ave S Seattle WA 98144 USA,47.5801276,-122.3058881,5,0.5575
206.0,2.0,1.0,75.33,665.694,1.0,0,0,5,75.33,0.0,70,70,12807 7th Ave S Burien WA 98168 USA,47.48819090000001,-122.3248824,5,0.11316010058675609
1030.0,5.0,2.75,296.67,1573.56,1.0,0,3,3,157.17,139.5,38,38,4529 135th Ave SE Bellevue WA 98006 USA,47.5641071,-122.1599131,5,0.1885342789598109
600.0,3.0,1.75,155.31,3686.427,1.0,0,0,4,155.31,0.0,38,22,1804 E Beaver Lake Dr SE Sammamish WA 98075 USA,47.5929508,-121.9886857,5,0.04213022528318071
379.95,4.0,1.75,183.21,873.177,1.0,0,0,5,106.02,77.19,54,54,1701 N 204th Pl Shoreline WA 98133 USA,47.7770899,-122.339098,5,0.2098200021301523
287.0,3.0,1.0,134.85,558.0,1.0,0,0,4,134.85,0.0,61,31,8681 Beacon Ave S Seattle WA 98118 USA,47.5239168,-122.2868555,5,0.24166666666666667
309.95,3.0,2.5,174.84,728.934,2.0,0,0,3,174.84,0.0,20,20,17717 113th Pl SE Renton WA 98055 USA,47.4438258,-122.1901007,5,0.2398571064046951
600.0,3.0,1.75,174.84,591.48,1.0,0,0,4,96.72,78.12,69,69,8040 39th Ave NE Seattle WA 98115 USA,47.6878543,-122.2860673,5,0.29559748427672955
418.0,3.0,2.0,131.13,560.79,1.5,0,0,4,131.13,0.0,84,84,901 N 97th St Seattle WA 98103 USA,47.6994583,-122.3470924,5,0.2338308457711443
449.25,4.0,2.0,137.64,357.492,1.5,0,0,5,137.64,0.0,86,44,519 N 104th St Seattle WA 98133 USA,47.70419589999999,-122.351928,5,0.38501560874089485
329.95,2.0,1.0,106.02,488.25,1.5,0,0,4,106.02,0.0,65,29,14017 Roslyn Pl N Seattle WA 98133 USA,47.7310334,-122.3409582,5,0.21714285714285714
245.0,3.0,1.75,178.56,865.458,1.0,0,0,3,93.0,85.56,30,30,30001-30021 55th Pl S Auburn WA 98001 USA,47.33191979999999,-122.2669632,5,0.20631850419084463
549.0,4.0,2.5,270.63,589.434,2.0,0,0,3,270.63,0.0,6,6,16026 SE 137th Terrace Renton WA 98059 USA,47.48041389999999,-122.1261331,5,0.45913537393499526
800.0,3.0,2.5,301.32,730.701,2.0,0,0,3,301.32,0.0,20,20,22721-22727 SE 27th St Sammamish WA 98075 USA,47.585488,-122.0383484,5,0.41237113402061853
249.95,3.0,2.0,144.15,1398.72,1.0,0,0,4,144.15,0.0,56,42,18027 SE 128th St Renton WA 98059 USA,47.4872086,-122.099055,5,0.10305851063829788
210.0,5.0,2.0,190.65,948.6,1.0,0,0,3,132.99,57.66,58,13,20927-20999 2nd Ave S Des Moines WA 98198 USA,47.4138744,-122.3331978,5,0.20098039215686275
1425.0,2.0,2.5,206.46,372.0,2.0,0,0,3,206.46,0.0,14,14,1857 41st Ave E Seattle WA 98112 USA,47.63639269999999,-122.2799529,5,0.555
585.0,2.0,1.0,164.60999999999999,803.52,1.5,0,0,3,141.35999999999999,23.25,65,16,353 NW 88th St Seattle WA 98117 USA,47.6925897,-122.3628826,5,0.2048611111111111
615.0,4.0,1.75,213.9,1088.1,1.0,0,0,4,182.28,31.62,37,37,18427 NE 26th Way Redmond WA 98052 USA,47.6331589,-122.0939372,5,0.1965811965811966
618.5,3.0,2.0,167.4,465.0,1.0,0,0,4,100.44,66.96,72,32,2803 NE 62nd St Seattle WA 98115 USA,47.6738075,-122.2971814,5,0.36
487.585,4.0,1.75,186.93,856.623,1.0,0,0,3,136.71,50.22,37,10,13313 127th Pl NE Kirkland WA 98034 USA,47.7205249,-122.1708723,5,0.21821734882206056
509.9,3.0,2.5,166.47,251.1,2.0,0,0,3,166.47,0.0,4,4,4532 185th Ave SE Issaquah WA 98027 USA,47.56399589999999,-122.0929375,5,0.662962962962963
631.625,4.0,2.5,226.92,618.543,2.0,0,0,3,226.92,0.0,0,0,9288-9358 Holman Rd NW Seattle WA 98117 USA,47.6969954,-122.371391,5,0.3668621259960908
555.0,3.0,2.5,180.42,298.623,2.0,0,0,3,180.42,0.0,5,5,4509 185th Ave SE Issaquah WA 98027 USA,47.564456,-122.092989,5,0.6041731547804422
830.0,4.0,2.5,316.2,901.356,2.0,0,0,3,316.2,0.0,7,7,12001 173rd Pl NE Redmond WA 98052 USA,47.7079903,-122.1092431,5,0.35080478745356997
890.0,4.0,4.25,411.06,534.75,2.0,0,0,3,317.13,93.92999999999999,8,8,842 Summerhill Ridge Dr NW Issaquah WA 98027 USA,47.5403087,-122.0728517,5,0.768695652173913
366.75,3.0,3.0,146.103,187.581,3.0,0,0,3,146.103,0.0,6,6,14359 19th Ave NE Seattle WA 98125 USA,47.7337712,-122.308902,5,0.7788795240456123
478.0,3.0,2.5,282.71999999999997,421.755,2.0,0,0,3,282.71999999999997,0.0,7,7,2027 Ferndale Ave NE Renton WA 98056 USA,47.5100223,-122.1849391,5,0.6703417861080484
890.0,5.0,3.5,417.57,558.0,2.0,0,0,3,297.6,119.97,8,8,792 Summerhill Ridge Dr NW Issaquah WA 98027 USA,47.5396659,-122.0728196,5,0.7483333333333333
712.198,4.0,2.5,227.85,394.971,2.0,0,0,3,227.85,0.0,1,91,17122 NE 117th St Redmond WA 98052 USA,47.7050655,-122.1119573,5,0.5768777960913586
397.0,4.0,2.0,133.92,714.24,1.0,0,0,3,111.6,22.32,43,43,10601 NE 138th Pl Kirkland WA 98034 USA,47.7245029,-122.1997794,5,0.18749999999999997
450.0,2.0,2.0,102.3,279.0,1.5,0,0,3,102.3,0.0,102,9,412 NW 70th St Seattle WA 98117 USA,47.6797401,-122.3620884,5,0.36666666666666664
353.0,3.0,1.0,125.55,719.82,1.0,0,0,4,79.98,45.57,67,26,11051 35th Ave NE Seattle WA 98125 USA,47.7098296,-122.291041,5,0.17441860465116277
609.0,4.0,2.5,199.95,3532.233,2.0,0,0,3,199.95,0.0,29,29,18114 NE 136th St Redmond WA 98052 USA,47.72261,-122.09788,5,0.05660725099391801
234.0,3.0,1.75,138.57,778.038,1.0,0,0,4,93.92999999999999,44.64,39,39,25305 151st Pl SE Covington WA 98042 USA,47.375023,-122.1397341,5,0.17810184078412622
561.0,3.0,2.0,186.0,651.0,2.0,0,0,3,186.0,0.0,98,28,6422 Marshall Ave SW Seattle WA 98136 USA,47.5451492,-122.3930484,5,0.2857142857142857
469.0,2.0,1.0,95.79,409.2,1.0,0,0,3,95.79,0.0,90,3,310 NW 72nd St Seattle WA 98117 USA,47.68094079999999,-122.3610462,5,0.2340909090909091
329.35,2.0,1.0,66.96,621.891,1.0,0,0,3,66.96,0.0,72,15,9712 4th Ave NW Seattle WA 98117 USA,47.70011160000001,-122.3617554,5,0.10767160161507403
488.0,5.0,2.0,187.85999999999999,465.0,1.5,0,0,4,187.85999999999999,0.0,76,76,9020-9024 11th Ave NW Seattle WA 98117 USA,47.6948051,-122.369744,5,0.40399999999999997
279.9,3.0,1.75,146.94,758.043,1.0,0,1,4,102.3,44.64,52,52,1629 S 261st Pl Des Moines WA 98198 USA,47.3672184,-122.3119232,5,0.1938412464728254
606.0,4.0,2.5,196.23,1288.05,2.0,0,0,3,196.23,0.0,27,14,2755 NW Pine Cone Dr Issaquah WA 98027 USA,47.5497266,-122.0771114,5,0.1523465703971119
312.0,4.0,2.0,120.9,656.022,1.0,0,0,3,120.9,0.0,64,1,2815 SW 107th St Seattle WA 98146 USA,47.5070614,-122.3690675,5,0.18429259994329458
650.0,3.0,1.5,151.59,695.175,1.0,0,1,3,107.88,43.71,74,18,6009 52nd Ave NE Seattle WA 98115 USA,47.67250019999999,-122.2719377,5,0.21806020066889634
